epoch ,train/box_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,val/box_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0    ,lr/pg1    ,lr/pg2
  394 ,        1.2916 ,        1.2049 ,        1.2631 ,             0.80453 ,          0.64127 ,         0.74058 ,            0.5105  ,      1.0753 ,     0.84163 ,      1.1003 ,0.0035155 ,0.0035155 ,0.0035155
  395 ,        1.2932 ,        1.204  ,        1.2644 ,             0.80557 ,          0.6409  ,         0.74058 ,            0.51049 ,      1.0753 ,     0.84098 ,      1.1003 ,0.003499  ,0.003499  ,0.003499
  396 ,        1.292  ,        1.2048 ,        1.2644 ,             0.8032  ,          0.64276 ,         0.74001 ,            0.51033 ,      1.0751 ,     0.83959 ,      1.1003 ,0.0034825 ,0.0034825 ,0.0034825
  397 ,        1.291  ,        1.202  ,        1.2637 ,             0.80171 ,          0.64276 ,         0.73948 ,            0.51073 ,      1.0749 ,     0.8401  ,      1.1    ,0.003466  ,0.003466  ,0.003466
  398 ,        1.2912 ,        1.2049 ,        1.2613 ,             0.80123 ,          0.64322 ,         0.74017 ,            0.51083 ,      1.0753 ,     0.8401  ,      1.0997 ,0.0034495 ,0.0034495 ,0.0034495
  399 ,        1.2917 ,        1.2026 ,        1.2637 ,             0.80109 ,          0.64248 ,         0.74028 ,            0.51066 ,      1.076  ,     0.83949 ,      1.1004 ,0.003433  ,0.003433  ,0.003433
  400 ,        1.2904 ,        1.2015 ,        1.262  ,             0.79985 ,          0.64322 ,         0.74055 ,            0.51062 ,      1.075  ,     0.83881 ,      1.0997 ,0.0034165 ,0.0034165 ,0.0034165
  401 ,        1.2894 ,        1.2009 ,        1.2613 ,             0.80226 ,          0.64148 ,         0.74032 ,            0.51045 ,      1.0751 ,     0.83853 ,      1.0999 ,0.0034    ,0.0034    ,0.0034
  402 ,        1.2916 ,        1.2041 ,        1.2638 ,             0.80265 ,          0.64121 ,         0.73963 ,            0.51031 ,      1.0741 ,     0.83922 ,      1.0996 ,0.0033835 ,0.0033835 ,0.0033835
  403 ,        1.2898 ,        1.1998 ,        1.2603 ,             0.80292 ,          0.64202 ,         0.7403  ,            0.51027 ,      1.0739 ,     0.84024 ,      1.0993 ,0.003367  ,0.003367  ,0.003367
  404 ,        1.2859 ,        1.1963 ,        1.2609 ,             0.80588 ,          0.64061 ,         0.74053 ,            0.50988 ,      1.0733 ,     0.83969 ,      1.0986 ,0.0033505 ,0.0033505 ,0.0033505
  405 ,        1.2878 ,        1.2006 ,        1.2628 ,             0.80483 ,          0.6397  ,         0.73997 ,            0.51031 ,      1.073  ,     0.83937 ,      1.0983 ,0.003334  ,0.003334  ,0.003334
  406 ,        1.2867 ,        1.2002 ,        1.2593 ,             0.80309 ,          0.64072 ,         0.74005 ,            0.51057 ,      1.0722 ,     0.83851 ,      1.0976 ,0.0033175 ,0.0033175 ,0.0033175
  399 ,        1.2737 ,        1.1785 ,        1.2514 ,             0.80171 ,          0.64313 ,         0.74007 ,            0.51129 ,      1.0745 ,     0.83833 ,      1.099  ,0.003433  ,0.003433  ,0.003433
  400 ,        1.2817 ,        1.1934 ,        1.2565 ,             0.80205 ,          0.64294 ,         0.73993 ,            0.51119 ,      1.0741 ,     0.83827 ,      1.0986 ,0.0034165 ,0.0034165 ,0.0034165
  401 ,        1.2855 ,        1.1952 ,        1.2604 ,             0.79875 ,          0.64387 ,         0.73952 ,            0.5111  ,      1.0729 ,     0.83787 ,      1.0981 ,0.0034    ,0.0034    ,0.0034
  402 ,        1.2869 ,        1.197  ,        1.2604 ,             0.80179 ,          0.64266 ,         0.73985 ,            0.51131 ,      1.0729 ,     0.83906 ,      1.0981 ,0.0033835 ,0.0033835 ,0.0033835
  403 ,        1.2864 ,        1.1989 ,        1.2602 ,             0.80091 ,          0.64369 ,         0.73933 ,            0.51172 ,      1.0728 ,     0.84016 ,      1.0981 ,0.003367  ,0.003367  ,0.003367
  404 ,        1.2893 ,        1.1986 ,        1.2612 ,             0.80475 ,          0.64098 ,         0.73901 ,            0.51215 ,      1.0727 ,     0.83998 ,      1.0975 ,0.0033505 ,0.0033505 ,0.0033505
  405 ,        1.2879 ,        1.1988 ,        1.2591 ,             0.80304 ,          0.64278 ,         0.73916 ,            0.51137 ,      1.0729 ,     0.83993 ,      1.0972 ,0.003334  ,0.003334  ,0.003334
  406 ,        1.2835 ,        1.1959 ,        1.2579 ,             0.80642 ,          0.64089 ,         0.7393  ,            0.51097 ,      1.0721 ,     0.83988 ,      1.0971 ,0.0033175 ,0.0033175 ,0.0033175
  407 ,        1.2874 ,        1.1987 ,        1.2604 ,             0.80939 ,          0.6391  ,         0.73915 ,            0.51122 ,      1.0709 ,     0.83932 ,      1.0963 ,0.003301  ,0.003301  ,0.003301
  408 ,        1.285  ,        1.1984 ,        1.26   ,             0.80405 ,          0.64127 ,         0.73932 ,            0.51129 ,      1.071  ,     0.83863 ,      1.0961 ,0.0032845 ,0.0032845 ,0.0032845
  409 ,        1.2843 ,        1.1992 ,        1.2591 ,             0.79981 ,          0.64387 ,         0.74002 ,            0.51151 ,      1.07   ,     0.83791 ,      1.0954 ,0.003268  ,0.003268  ,0.003268
  410 ,        1.2849 ,        1.1962 ,        1.2607 ,             0.79918 ,          0.64341 ,         0.73991 ,            0.51119 ,      1.0704 ,     0.83889 ,      1.0957 ,0.0032515 ,0.0032515 ,0.0032515
  411 ,        1.2808 ,        1.1952 ,        1.257  ,             0.79886 ,          0.64146 ,         0.74022 ,            0.51155 ,      1.0696 ,     0.83892 ,      1.0957 ,0.003235  ,0.003235  ,0.003235
  412 ,        1.2842 ,        1.1951 ,        1.2582 ,             0.80011 ,          0.64248 ,         0.74032 ,            0.51174 ,      1.0699 ,     0.83904 ,      1.0958 ,0.0032185 ,0.0032185 ,0.0032185
  413 ,        1.2826 ,        1.194  ,        1.2587 ,             0.80119 ,          0.64229 ,         0.74044 ,            0.51171 ,      1.0702 ,     0.83924 ,      1.0965 ,0.003202  ,0.003202  ,0.003202
  414 ,        1.2827 ,        1.193  ,        1.2581 ,             0.8049  ,          0.64053 ,         0.74075 ,            0.51143 ,      1.0713 ,     0.83959 ,      1.0969 ,0.0031855 ,0.0031855 ,0.0031855
  415 ,        1.2826 ,        1.1925 ,        1.2565 ,             0.80483 ,          0.6398  ,         0.74033 ,            0.51134 ,      1.0713 ,     0.83905 ,      1.0968 ,0.003169  ,0.003169  ,0.003169
  416 ,        1.2838 ,        1.1935 ,        1.2571 ,             0.80733 ,          0.6396  ,         0.74133 ,            0.5119  ,      1.0708 ,     0.83909 ,      1.096  ,0.0031525 ,0.0031525 ,0.0031525
  417 ,        1.2812 ,        1.1935 ,        1.2542 ,             0.80337 ,          0.64322 ,         0.74139 ,            0.51179 ,      1.0706 ,     0.83858 ,      1.0961 ,0.003136  ,0.003136  ,0.003136
  418 ,        1.2818 ,        1.1902 ,        1.2546 ,             0.80502 ,          0.64109 ,         0.74142 ,            0.51187 ,      1.0701 ,     0.83805 ,      1.0959 ,0.0031195 ,0.0031195 ,0.0031195
  419 ,        1.2792 ,        1.1912 ,        1.2587 ,             0.8043  ,          0.64239 ,         0.7412  ,            0.51235 ,      1.0699 ,     0.83746 ,      1.0962 ,0.003103  ,0.003103  ,0.003103
  420 ,        1.2815 ,        1.1899 ,        1.256  ,             0.80462 ,          0.64304 ,         0.74191 ,            0.51232 ,      1.0697 ,     0.83752 ,      1.0964 ,0.0030865 ,0.0030865 ,0.0030865
  421 ,        1.283  ,        1.1927 ,        1.2579 ,             0.80533 ,          0.64334 ,         0.74158 ,            0.51224 ,      1.0696 ,     0.83757 ,      1.0966 ,0.00307   ,0.00307   ,0.00307
  422 ,        1.2763 ,        1.1868 ,        1.2541 ,             0.80635 ,          0.64341 ,         0.74214 ,            0.51263 ,      1.0699 ,     0.83737 ,      1.0969 ,0.0030535 ,0.0030535 ,0.0030535
  423 ,        1.2797 ,        1.1886 ,        1.2553 ,             0.81031 ,          0.64174 ,         0.74283 ,            0.51302 ,      1.0694 ,     0.83751 ,      1.0968 ,0.003037  ,0.003037  ,0.003037
  424 ,        1.2759 ,        1.1816 ,        1.2532 ,             0.80689 ,          0.64053 ,         0.74207 ,            0.51318 ,      1.0674 ,     0.8366  ,      1.0958 ,0.0030205 ,0.0030205 ,0.0030205
  425 ,        1.2779 ,        1.1865 ,        1.2527 ,             0.8046  ,          0.64164 ,         0.74207 ,            0.51377 ,      1.0663 ,     0.83655 ,      1.0955 ,0.003004  ,0.003004  ,0.003004
  426 ,        1.2746 ,        1.1809 ,        1.2556 ,             0.80387 ,          0.64196 ,         0.74196 ,            0.5135  ,      1.0655 ,     0.83587 ,      1.0954 ,0.0029875 ,0.0029875 ,0.0029875
  427 ,        1.2765 ,        1.1826 ,        1.2535 ,             0.8096  ,          0.63997 ,         0.74201 ,            0.51381 ,      1.0652 ,     0.83568 ,      1.0957 ,0.002971  ,0.002971  ,0.002971
  428 ,        1.2781 ,        1.1858 ,        1.2537 ,             0.80693 ,          0.64072 ,         0.74203 ,            0.51371 ,      1.0649 ,     0.83516 ,      1.0953 ,0.0029545 ,0.0029545 ,0.0029545
  429 ,        1.2759 ,        1.1876 ,        1.2542 ,             0.80901 ,          0.64062 ,         0.74309 ,            0.51389 ,      1.0652 ,     0.83484 ,      1.0957 ,0.002938  ,0.002938  ,0.002938
  430 ,        1.2755 ,        1.1838 ,        1.2535 ,             0.80592 ,          0.6423  ,         0.74315 ,            0.51408 ,      1.0661 ,     0.83361 ,      1.0963 ,0.0029215 ,0.0029215 ,0.0029215
  431 ,        1.2776 ,        1.1835 ,        1.2524 ,             0.80924 ,          0.64321 ,         0.74302 ,            0.5137  ,      1.0657 ,     0.83326 ,      1.0953 ,0.002905  ,0.002905  ,0.002905
  432 ,        1.2739 ,        1.1801 ,        1.2523 ,             0.80711 ,          0.6449  ,         0.7429  ,            0.51374 ,      1.066  ,     0.83293 ,      1.0946 ,0.0028885 ,0.0028885 ,0.0028885
  433 ,        1.2766 ,        1.1827 ,        1.253  ,             0.80508 ,          0.64464 ,         0.74287 ,            0.51351 ,      1.0663 ,     0.83267 ,      1.0946 ,0.002872  ,0.002872  ,0.002872
  434 ,        1.2747 ,        1.1838 ,        1.2519 ,             0.80649 ,          0.64517 ,         0.74336 ,            0.51352 ,      1.0662 ,     0.83303 ,      1.0946 ,0.0028555 ,0.0028555 ,0.0028555
  435 ,        1.2734 ,        1.1834 ,        1.2508 ,             0.80482 ,          0.64721 ,         0.74361 ,            0.51369 ,      1.0657 ,     0.83377 ,      1.094  ,0.002839  ,0.002839  ,0.002839
  436 ,        1.2726 ,        1.1786 ,        1.2484 ,             0.80697 ,          0.64509 ,         0.74343 ,            0.5135  ,      1.0652 ,     0.83293 ,      1.0935 ,0.0028225 ,0.0028225 ,0.0028225
  437 ,        1.2754 ,        1.1812 ,        1.2495 ,             0.80933 ,          0.64396 ,         0.74314 ,            0.51425 ,      1.0644 ,     0.83233 ,      1.093  ,0.002806  ,0.002806  ,0.002806
  438 ,        1.2735 ,        1.1803 ,        1.2501 ,             0.80647 ,          0.64378 ,         0.74325 ,            0.51449 ,      1.0647 ,     0.83198 ,      1.0936 ,0.0027895 ,0.0027895 ,0.0027895
  439 ,        1.2694 ,        1.1762 ,        1.2491 ,             0.80908 ,          0.64253 ,         0.7439  ,            0.51505 ,      1.0643 ,     0.83122 ,      1.0937 ,0.002773  ,0.002773  ,0.002773
  440 ,        1.2706 ,        1.1818 ,        1.2498 ,             0.81205 ,          0.64081 ,         0.74383 ,            0.51526 ,      1.0643 ,     0.83146 ,      1.0941 ,0.0027565 ,0.0027565 ,0.0027565
  441 ,        1.2674 ,        1.1763 ,        1.2477 ,             0.81074 ,          0.63979 ,         0.74382 ,            0.51541 ,      1.0634 ,     0.83231 ,      1.0935 ,0.00274   ,0.00274   ,0.00274
  442 ,        1.2687 ,        1.1734 ,        1.2474 ,             0.80846 ,          0.63988 ,         0.74373 ,            0.51535 ,      1.0631 ,     0.83177 ,      1.0936 ,0.0027235 ,0.0027235 ,0.0027235
  443 ,        1.2709 ,        1.1762 ,        1.2499 ,             0.81312 ,          0.63923 ,         0.74381 ,            0.51555 ,      1.0634 ,     0.83169 ,      1.0938 ,0.002707  ,0.002707  ,0.002707
  444 ,        1.2704 ,        1.1731 ,        1.2482 ,             0.8111  ,          0.63946 ,         0.74341 ,            0.51535 ,      1.0629 ,     0.83143 ,      1.0931 ,0.0026905 ,0.0026905 ,0.0026905
  445 ,        1.2701 ,        1.1754 ,        1.248  ,             0.81151 ,          0.64016 ,         0.7438  ,            0.51561 ,      1.0629 ,     0.8308  ,      1.0927 ,0.002674  ,0.002674  ,0.002674
  446 ,        1.2671 ,        1.1726 ,        1.2475 ,             0.81315 ,          0.63932 ,         0.74442 ,            0.51612 ,      1.0626 ,     0.83015 ,      1.0925 ,0.0026575 ,0.0026575 ,0.0026575
  447 ,        1.268  ,        1.1709 ,        1.2456 ,             0.81296 ,          0.63963 ,         0.74414 ,            0.516   ,      1.0625 ,     0.82986 ,      1.0923 ,0.002641  ,0.002641  ,0.002641
  448 ,        1.2665 ,        1.1734 ,        1.2464 ,             0.81181 ,          0.63932 ,         0.74432 ,            0.51617 ,      1.0627 ,     0.8303  ,      1.0925 ,0.0026245 ,0.0026245 ,0.0026245
  449 ,        1.2674 ,        1.1716 ,        1.2468 ,             0.81125 ,          0.64137 ,         0.74456 ,            0.51605 ,      1.0623 ,     0.83069 ,      1.092  ,0.002608  ,0.002608  ,0.002608
  450 ,        1.2646 ,        1.1706 ,        1.2436 ,             0.81074 ,          0.64248 ,         0.74462 ,            0.51646 ,      1.0623 ,     0.83049 ,      1.0914 ,0.0025915 ,0.0025915 ,0.0025915
  451 ,        1.2646 ,        1.1681 ,        1.2454 ,             0.80818 ,          0.64489 ,         0.74439 ,            0.51666 ,      1.0616 ,     0.83012 ,      1.0906 ,0.002575  ,0.002575  ,0.002575
  452 ,        1.264  ,        1.1646 ,        1.2434 ,             0.80707 ,          0.64318 ,         0.74498 ,            0.51643 ,      1.0616 ,     0.83012 ,      1.0908 ,0.0025585 ,0.0025585 ,0.0025585
  453 ,        1.2625 ,        1.1645 ,        1.2422 ,             0.80526 ,          0.64331 ,         0.74439 ,            0.51638 ,      1.0609 ,     0.82902 ,      1.0903 ,0.002542  ,0.002542  ,0.002542
  454 ,        1.2628 ,        1.163  ,        1.2448 ,             0.80661 ,          0.64243 ,         0.74421 ,            0.51663 ,      1.0603 ,     0.82876 ,      1.0897 ,0.0025255 ,0.0025255 ,0.0025255
  455 ,        1.261  ,        1.1651 ,        1.242  ,             0.80678 ,          0.64316 ,         0.74454 ,            0.51719 ,      1.0603 ,     0.8285  ,      1.0892 ,0.002509  ,0.002509  ,0.002509
  456 ,        1.2638 ,        1.1657 ,        1.2437 ,             0.80905 ,          0.64164 ,         0.74486 ,            0.51693 ,      1.0604 ,     0.82752 ,      1.0886 ,0.0024925 ,0.0024925 ,0.0024925
  457 ,        1.2625 ,        1.1675 ,        1.2426 ,             0.8115  ,          0.63942 ,         0.74519 ,            0.51715 ,      1.0605 ,     0.82778 ,      1.0882 ,0.002476  ,0.002476  ,0.002476
  458 ,        1.2639 ,        1.1637 ,        1.2438 ,             0.80746 ,          0.64257 ,         0.74486 ,            0.51702 ,      1.06   ,     0.82809 ,      1.0881 ,0.0024595 ,0.0024595 ,0.0024595
  459 ,        1.26   ,        1.1629 ,        1.2414 ,             0.80627 ,          0.64337 ,         0.74564 ,            0.51755 ,      1.06   ,     0.82636 ,      1.0879 ,0.002443  ,0.002443  ,0.002443
  460 ,        1.2607 ,        1.1612 ,        1.2413 ,             0.80742 ,          0.64113 ,         0.74478 ,            0.51724 ,      1.0597 ,     0.82648 ,      1.0875 ,0.0024265 ,0.0024265 ,0.0024265
  461 ,        1.2625 ,        1.1629 ,        1.2412 ,             0.80944 ,          0.64048 ,         0.74508 ,            0.51751 ,      1.059  ,     0.82584 ,      1.0871 ,0.00241   ,0.00241   ,0.00241
  462 ,        1.2562 ,        1.1612 ,        1.241  ,             0.81119 ,          0.63951 ,         0.74554 ,            0.51733 ,      1.0589 ,     0.82623 ,      1.087  ,0.0023935 ,0.0023935 ,0.0023935
  463 ,        1.2583 ,        1.1637 ,        1.2415 ,             0.80953 ,          0.64047 ,         0.74517 ,            0.51695 ,      1.0583 ,     0.8254  ,      1.0869 ,0.002377  ,0.002377  ,0.002377
  464 ,        1.2607 ,        1.1623 ,        1.2404 ,             0.81669 ,          0.63775 ,         0.74633 ,            0.5173  ,      1.0577 ,     0.82503 ,      1.0858 ,0.0023605 ,0.0023605 ,0.0023605
  465 ,        1.258  ,        1.1575 ,        1.2401 ,             0.81063 ,          0.64186 ,         0.74569 ,            0.51768 ,      1.0568 ,     0.82521 ,      1.0853 ,0.002344  ,0.002344  ,0.002344
  466 ,        1.2557 ,        1.1571 ,        1.2398 ,             0.81139 ,          0.64072 ,         0.74606 ,            0.51768 ,      1.0569 ,     0.82484 ,      1.0855 ,0.0023275 ,0.0023275 ,0.0023275
  467 ,        1.2577 ,        1.1569 ,        1.2392 ,             0.80944 ,          0.64192 ,         0.74663 ,            0.51764 ,      1.0573 ,     0.82478 ,      1.0863 ,0.002311  ,0.002311  ,0.002311
  468 ,        1.2513 ,        1.1555 ,        1.2367 ,             0.80954 ,          0.64327 ,         0.74649 ,            0.51795 ,      1.0563 ,     0.82407 ,      1.0857 ,0.0022945 ,0.0022945 ,0.0022945
  469 ,        1.2566 ,        1.155  ,        1.2389 ,             0.81258 ,          0.64257 ,         0.7473  ,            0.51849 ,      1.0566 ,     0.82372 ,      1.0851 ,0.002278  ,0.002278  ,0.002278
  470 ,        1.2575 ,        1.1616 ,        1.2394 ,             0.81297 ,          0.64212 ,         0.74725 ,            0.51858 ,      1.0565 ,     0.82369 ,      1.0851 ,0.0022615 ,0.0022615 ,0.0022615
  471 ,        1.2559 ,        1.1576 ,        1.2393 ,             0.80815 ,          0.64601 ,         0.74743 ,            0.51917 ,      1.0563 ,     0.82285 ,      1.0854 ,0.002245  ,0.002245  ,0.002245
  472 ,        1.2522 ,        1.1516 ,        1.236  ,             0.80709 ,          0.64387 ,         0.74665 ,            0.51881 ,      1.0561 ,     0.82335 ,      1.0854 ,0.0022285 ,0.0022285 ,0.0022285
  473 ,        1.2539 ,        1.154  ,        1.2366 ,             0.80846 ,          0.64276 ,         0.74667 ,            0.51899 ,      1.0554 ,     0.82371 ,      1.0848 ,0.002212  ,0.002212  ,0.002212
  474 ,        1.2508 ,        1.1483 ,        1.2359 ,             0.81029 ,          0.64324 ,         0.74695 ,            0.51886 ,      1.0565 ,     0.82402 ,      1.0852 ,0.0021955 ,0.0021955 ,0.0021955
  475 ,        1.2497 ,        1.1518 ,        1.2371 ,             0.81098 ,          0.64174 ,         0.74676 ,            0.519   ,      1.056  ,     0.82452 ,      1.0846 ,0.002179  ,0.002179  ,0.002179
  476 ,        1.2528 ,        1.1535 ,        1.2382 ,             0.81343 ,          0.64155 ,         0.74731 ,            0.5192  ,      1.0553 ,     0.82388 ,      1.0843 ,0.0021625 ,0.0021625 ,0.0021625
  477 ,        1.2561 ,        1.1513 ,        1.2354 ,             0.8108  ,          0.64341 ,         0.7476  ,            0.51934 ,      1.0552 ,     0.82445 ,      1.0845 ,0.002146  ,0.002146  ,0.002146
  399 ,        1.2737 ,        1.1785 ,        1.2514 ,             0.80171 ,          0.64313 ,         0.74007 ,            0.51129 ,      1.0745 ,     0.83833 ,      1.099  ,0.003433  ,0.003433  ,0.003433
  400 ,        1.2817 ,        1.1934 ,        1.2565 ,             0.80205 ,          0.64294 ,         0.73993 ,            0.51119 ,      1.0741 ,     0.83827 ,      1.0986 ,0.0034165 ,0.0034165 ,0.0034165
  401 ,        1.2855 ,        1.1952 ,        1.2604 ,             0.79875 ,          0.64387 ,         0.73952 ,            0.5111  ,      1.0729 ,     0.83787 ,      1.0981 ,0.0034    ,0.0034    ,0.0034
  402 ,        1.2869 ,        1.197  ,        1.2604 ,             0.80179 ,          0.64266 ,         0.73985 ,            0.51131 ,      1.0729 ,     0.83906 ,      1.0981 ,0.0033835 ,0.0033835 ,0.0033835
  403 ,        1.2864 ,        1.1989 ,        1.2602 ,             0.80091 ,          0.64369 ,         0.73933 ,            0.51172 ,      1.0728 ,     0.84016 ,      1.0981 ,0.003367  ,0.003367  ,0.003367
  404 ,        1.2893 ,        1.1986 ,        1.2612 ,             0.80475 ,          0.64098 ,         0.73901 ,            0.51215 ,      1.0727 ,     0.83998 ,      1.0975 ,0.0033505 ,0.0033505 ,0.0033505
  405 ,        1.2879 ,        1.1988 ,        1.2591 ,             0.80304 ,          0.64278 ,         0.73916 ,            0.51137 ,      1.0729 ,     0.83993 ,      1.0972 ,0.003334  ,0.003334  ,0.003334
  406 ,        1.2835 ,        1.1959 ,        1.2579 ,             0.80642 ,          0.64089 ,         0.7393  ,            0.51097 ,      1.0721 ,     0.83988 ,      1.0971 ,0.0033175 ,0.0033175 ,0.0033175
  407 ,        1.2874 ,        1.1987 ,        1.2604 ,             0.80939 ,          0.6391  ,         0.73915 ,            0.51122 ,      1.0709 ,     0.83932 ,      1.0963 ,0.003301  ,0.003301  ,0.003301
  408 ,        1.285  ,        1.1984 ,        1.26   ,             0.80405 ,          0.64127 ,         0.73932 ,            0.51129 ,      1.071  ,     0.83863 ,      1.0961 ,0.0032845 ,0.0032845 ,0.0032845
  409 ,        1.2843 ,        1.1992 ,        1.2591 ,             0.79981 ,          0.64387 ,         0.74002 ,            0.51151 ,      1.07   ,     0.83791 ,      1.0954 ,0.003268  ,0.003268  ,0.003268
  410 ,        1.2849 ,        1.1962 ,        1.2607 ,             0.79918 ,          0.64341 ,         0.73991 ,            0.51119 ,      1.0704 ,     0.83889 ,      1.0957 ,0.0032515 ,0.0032515 ,0.0032515
  411 ,        1.2808 ,        1.1952 ,        1.257  ,             0.79886 ,          0.64146 ,         0.74022 ,            0.51155 ,      1.0696 ,     0.83892 ,      1.0957 ,0.003235  ,0.003235  ,0.003235
  412 ,        1.2842 ,        1.1951 ,        1.2582 ,             0.80011 ,          0.64248 ,         0.74032 ,            0.51174 ,      1.0699 ,     0.83904 ,      1.0958 ,0.0032185 ,0.0032185 ,0.0032185
  413 ,        1.2826 ,        1.194  ,        1.2587 ,             0.80119 ,          0.64229 ,         0.74044 ,            0.51171 ,      1.0702 ,     0.83924 ,      1.0965 ,0.003202  ,0.003202  ,0.003202
  414 ,        1.2827 ,        1.193  ,        1.2581 ,             0.8049  ,          0.64053 ,         0.74075 ,            0.51143 ,      1.0713 ,     0.83959 ,      1.0969 ,0.0031855 ,0.0031855 ,0.0031855
  415 ,        1.2826 ,        1.1925 ,        1.2565 ,             0.80483 ,          0.6398  ,         0.74033 ,            0.51134 ,      1.0713 ,     0.83905 ,      1.0968 ,0.003169  ,0.003169  ,0.003169
  416 ,        1.2838 ,        1.1935 ,        1.2571 ,             0.80733 ,          0.6396  ,         0.74133 ,            0.5119  ,      1.0708 ,     0.83909 ,      1.096  ,0.0031525 ,0.0031525 ,0.0031525
  417 ,        1.2812 ,        1.1935 ,        1.2542 ,             0.80337 ,          0.64322 ,         0.74139 ,            0.51179 ,      1.0706 ,     0.83858 ,      1.0961 ,0.003136  ,0.003136  ,0.003136
  418 ,        1.2818 ,        1.1902 ,        1.2546 ,             0.80502 ,          0.64109 ,         0.74142 ,            0.51187 ,      1.0701 ,     0.83805 ,      1.0959 ,0.0031195 ,0.0031195 ,0.0031195
  419 ,        1.2792 ,        1.1912 ,        1.2587 ,             0.8043  ,          0.64239 ,         0.7412  ,            0.51235 ,      1.0699 ,     0.83746 ,      1.0962 ,0.003103  ,0.003103  ,0.003103
  420 ,        1.2815 ,        1.1899 ,        1.256  ,             0.80462 ,          0.64304 ,         0.74191 ,            0.51232 ,      1.0697 ,     0.83752 ,      1.0964 ,0.0030865 ,0.0030865 ,0.0030865
  421 ,        1.283  ,        1.1927 ,        1.2579 ,             0.80533 ,          0.64334 ,         0.74158 ,            0.51224 ,      1.0696 ,     0.83757 ,      1.0966 ,0.00307   ,0.00307   ,0.00307
  422 ,        1.2763 ,        1.1868 ,        1.2541 ,             0.80635 ,          0.64341 ,         0.74214 ,            0.51263 ,      1.0699 ,     0.83737 ,      1.0969 ,0.0030535 ,0.0030535 ,0.0030535
  423 ,        1.2797 ,        1.1886 ,        1.2553 ,             0.81031 ,          0.64174 ,         0.74283 ,            0.51302 ,      1.0694 ,     0.83751 ,      1.0968 ,0.003037  ,0.003037  ,0.003037
  424 ,        1.2759 ,        1.1816 ,        1.2532 ,             0.80689 ,          0.64053 ,         0.74207 ,            0.51318 ,      1.0674 ,     0.8366  ,      1.0958 ,0.0030205 ,0.0030205 ,0.0030205
  425 ,        1.2779 ,        1.1865 ,        1.2527 ,             0.8046  ,          0.64164 ,         0.74207 ,            0.51377 ,      1.0663 ,     0.83655 ,      1.0955 ,0.003004  ,0.003004  ,0.003004
  426 ,        1.2746 ,        1.1809 ,        1.2556 ,             0.80387 ,          0.64196 ,         0.74196 ,            0.5135  ,      1.0655 ,     0.83587 ,      1.0954 ,0.0029875 ,0.0029875 ,0.0029875
  427 ,        1.2765 ,        1.1826 ,        1.2535 ,             0.8096  ,          0.63997 ,         0.74201 ,            0.51381 ,      1.0652 ,     0.83568 ,      1.0957 ,0.002971  ,0.002971  ,0.002971
  428 ,        1.2781 ,        1.1858 ,        1.2537 ,             0.80693 ,          0.64072 ,         0.74203 ,            0.51371 ,      1.0649 ,     0.83516 ,      1.0953 ,0.0029545 ,0.0029545 ,0.0029545
  429 ,        1.2759 ,        1.1876 ,        1.2542 ,             0.80901 ,          0.64062 ,         0.74309 ,            0.51389 ,      1.0652 ,     0.83484 ,      1.0957 ,0.002938  ,0.002938  ,0.002938
  430 ,        1.2755 ,        1.1838 ,        1.2535 ,             0.80592 ,          0.6423  ,         0.74315 ,            0.51408 ,      1.0661 ,     0.83361 ,      1.0963 ,0.0029215 ,0.0029215 ,0.0029215
  431 ,        1.2776 ,        1.1835 ,        1.2524 ,             0.80924 ,          0.64321 ,         0.74302 ,            0.5137  ,      1.0657 ,     0.83326 ,      1.0953 ,0.002905  ,0.002905  ,0.002905
  432 ,        1.2739 ,        1.1801 ,        1.2523 ,             0.80711 ,          0.6449  ,         0.7429  ,            0.51374 ,      1.066  ,     0.83293 ,      1.0946 ,0.0028885 ,0.0028885 ,0.0028885
  433 ,        1.2766 ,        1.1827 ,        1.253  ,             0.80508 ,          0.64464 ,         0.74287 ,            0.51351 ,      1.0663 ,     0.83267 ,      1.0946 ,0.002872  ,0.002872  ,0.002872
  434 ,        1.2747 ,        1.1838 ,        1.2519 ,             0.80649 ,          0.64517 ,         0.74336 ,            0.51352 ,      1.0662 ,     0.83303 ,      1.0946 ,0.0028555 ,0.0028555 ,0.0028555
  435 ,        1.2734 ,        1.1834 ,        1.2508 ,             0.80482 ,          0.64721 ,         0.74361 ,            0.51369 ,      1.0657 ,     0.83377 ,      1.094  ,0.002839  ,0.002839  ,0.002839
  436 ,        1.2726 ,        1.1786 ,        1.2484 ,             0.80697 ,          0.64509 ,         0.74343 ,            0.5135  ,      1.0652 ,     0.83293 ,      1.0935 ,0.0028225 ,0.0028225 ,0.0028225
  437 ,        1.2754 ,        1.1812 ,        1.2495 ,             0.80933 ,          0.64396 ,         0.74314 ,            0.51425 ,      1.0644 ,     0.83233 ,      1.093  ,0.002806  ,0.002806  ,0.002806
  438 ,        1.2735 ,        1.1803 ,        1.2501 ,             0.80647 ,          0.64378 ,         0.74325 ,            0.51449 ,      1.0647 ,     0.83198 ,      1.0936 ,0.0027895 ,0.0027895 ,0.0027895
